PRINT-SPACINGS

/data/ryle/CYGNUSX1-990913/s15


 CYGNUSX1-990913  centred on  CYGNUS-X1                                         
 Merge of all spacings from AE 1-5/1-5                                          
 Samples From:    1   ST: 17.40.08   UT: 18.10   LSF buffer:    1               
           To: 1788   ST: 21.59.44   UT: 22.29   LSF buffer: 1788               

 Modified Julian date 51434.00  at 0h on 13 Sep 99

      ST         UT        cos            sin            amp        phase
19.13.52   19.44.25   -0.11151E-01    0.13605E-01    0.17591E-01    129.3
19.14.00   19.44.33    0.15871E-01    0.33582E-02    0.16223E-01     11.9
19.14.08   19.44.41    0.17365E-02   -0.18019E-01    0.18102E-01    -84.5
19.14.16   19.44.49    0.77028E-02    0.12257E-01    0.14477E-01     57.9
19.14.24   19.44.57    0.21495E-02   -0.13378E-02    0.25318E-02    -31.9
19.14.32   19.45.05    0.42303E-02    0.22108E-02    0.47732E-02     27.6
19.14.40   19.45.13   -0.26387E-03    0.15907E-01    0.15909E-01     91.0
19.14.48   19.45.21   -0.51474E-03    0.25144E-02    0.25666E-02    101.6
19.14.56   19.45.29    0.31099E-01    0.18006E-02    0.31151E-01      3.3
19.15.04   19.45.37    0.20392E-02   -0.15027E-01    0.15164E-01    -82.3
19.15.12   19.45.45    0.57323E-03   -0.15750E-03    0.59447E-03    -15.4
19.15.20   19.45.53   -0.14992E-01   -0.11253E-01    0.18746E-01   -143.1
19.15.28   19.46.01    0.12864E-01    0.55824E-02    0.14023E-01     23.5
19.15.36   19.46.09   -0.91067E-02    0.70598E-02    0.11523E-01    142.2
19.15.44   19.46.17    0.13999E-01   -0.19168E-02    0.14130E-01     -7.8
19.15.52   19.46.25    0.34046E-02    0.94005E-02    0.99981E-02     70.1
19.16.00   19.46.33   -0.18401E-01   -0.18448E-01    0.26056E-01   -134.9
19.16.08   19.46.41    0.65742E-02    0.10649E-01    0.12514E-01     58.3
19.16.16   19.46.49    0.31470E-01   -0.22719E-01    0.38814E-01    -35.8
19.16.24   19.46.57   -0.26932E-01   -0.31944E-02    0.27121E-01   -173.2
19.16.32   19.47.05    0.69291E-02   -0.68992E-02    0.97781E-02    -44.9
19.16.40   19.47.13   -0.84205E-02    0.22591E-02    0.87183E-02    165.0
19.16.48   19.47.21    0.70102E-02   -0.99299E-02    0.12155E-01    -54.8
19.16.56   19.47.29   -0.15612E-04    0.10597E-01    0.10597E-01     90.1
19.17.04   19.47.37    0.45622E-02    0.16790E-02    0.48614E-02     20.2
19.17.12   19.47.45    0.33839E-01    0.13391E-01    0.36392E-01     21.6
19.17.20   19.47.53    0.52545E-02    0.62824E-02    0.81902E-02     50.1
19.17.28   19.48.01    0.48721E-02    0.14183E-01    0.14996E-01     71.0
19.17.36   19.48.09   -0.11833E-01   -0.82987E-03    0.11862E-01   -176.0
19.17.44   19.48.17    0.10900E-02   -0.14101E-01    0.14143E-01    -85.6
19.17.52   19.48.25   -0.17172E-01   -0.29069E-02    0.17416E-01   -170.4
19.18.00   19.48.32    0.72826E-02    0.43785E-02    0.84975E-02     31.0
19.18.08   19.48.40   -0.13695E-01   -0.12865E-02    0.13756E-01   -174.6
19.18.16   19.48.48   -0.51875E-03   -0.60740E-02    0.60961E-02    -94.9
19.18.24   19.48.56    0.14062E-01   -0.42169E-02    0.14680E-01    -16.7
19.18.32   19.49.04    0.29434E-02    0.24301E-01    0.24479E-01     83.1
19.18.40   19.49.12    0.85670E-02    0.13048E-03    0.85680E-02      0.9
19.18.48   19.49.20    0.15903E-01   -0.85386E-02    0.18050E-01    -28.2
19.18.56   19.49.28   -0.97085E-02    0.12890E-01    0.16137E-01    127.0
19.19.04   19.49.36    0.90148E-02    0.70085E-02    0.11419E-01     37.9
19.19.12   19.49.44    0.10254E-01   -0.19070E-02    0.10429E-01    -10.5
19.19.20   19.49.52    0.11969E-01    0.72671E-02    0.14003E-01     31.3
19.19.28   19.50.00    0.74356E-02   -0.17323E-01    0.18852E-01    -66.8
19.19.36   19.50.08    0.74689E-02   -0.26374E-01    0.27411E-01    -74.2
19.19.44   19.50.16    0.16122E-01   -0.65687E-02    0.17408E-01    -22.2
19.19.52   19.50.24    0.21630E-01   -0.16129E-01    0.26981E-01    -36.7
19.20.00   19.50.32   -0.26617E-02    0.14091E-01    0.14340E-01    100.7
19.20.08   19.50.40   -0.12616E-02   -0.42092E-02    0.43942E-02   -106.7
19.20.16   19.50.48   -0.55816E-02    0.26476E-03    0.55878E-02    177.3
19.20.24   19.50.56   -0.65258E-03   -0.53674E-02    0.54070E-02    -96.9
19.20.32   19.51.04    0.38581E-02   -0.14511E-02    0.41219E-02    -20.6
19.20.40   19.51.12    0.10182E-01   -0.73858E-02    0.12579E-01    -36.0
19.20.48   19.51.20    0.22781E-03   -0.12735E-01    0.12737E-01    -89.0
19.20.56   19.51.28    0.67826E-02    0.57844E-03    0.68072E-02      4.9
19.21.04   19.51.36    0.89056E-02    0.13178E-01    0.15905E-01     55.9
19.21.12   19.51.44    0.21709E-01   -0.68569E-02    0.22766E-01    -17.5
19.21.20   19.51.52    0.65637E-02    0.10897E-01    0.12722E-01     58.9
19.21.28   19.52.00    0.11936E-02    0.76160E-02    0.77089E-02     81.1
19.21.36   19.52.08    0.40626E-02   -0.11752E-01    0.12434E-01    -70.9
19.21.44   19.52.16    0.20730E-01    0.67682E-02    0.21807E-01     18.1
19.21.52   19.52.24   -0.22722E-02   -0.26637E-02    0.35011E-02   -130.5
19.22.00   19.52.32    0.63797E-02    0.14441E-01    0.15787E-01     66.2
19.22.08   19.52.40    0.20648E-01    0.79600E-02    0.22129E-01     21.1
19.22.16   19.52.48   -0.69853E-03    0.11118E-01    0.11140E-01     93.6
19.22.24   19.52.56    0.13615E-01   -0.13668E-02    0.13684E-01     -5.7
19.22.32   19.53.04    0.10681E-01    0.54187E-02    0.11977E-01     26.9
19.22.40   19.53.12   -0.15572E-01   -0.66444E-02    0.16930E-01   -156.9
19.22.48   19.53.20    0.10331E-01    0.14121E-01    0.17496E-01     53.8
19.22.56   19.53.28    0.19220E-01   -0.31789E-02    0.19481E-01     -9.4
19.23.04   19.53.36    0.57801E-02   -0.13432E-01    0.14623E-01    -66.7
19.23.12   19.53.44    0.11127E-01   -0.34282E-02    0.11643E-01    -17.1
19.23.20   19.53.52   -0.15450E-01    0.98635E-02    0.18330E-01    147.4
19.23.28   19.54.00    0.21730E-01    0.15084E-02    0.21783E-01      4.0
19.23.36   19.54.08    0.10108E-01    0.17901E-02    0.10265E-01     10.0
19.23.44   19.54.16    0.18583E-01   -0.87943E-02    0.20559E-01    -25.3
19.23.52   19.54.24    0.17500E-01    0.10723E-01    0.20524E-01     31.5
19.24.00   19.54.32    0.17364E-01   -0.50920E-02    0.18095E-01    -16.3
19.24.08   19.54.39   -0.12057E-01    0.53781E-02    0.13202E-01    156.0
19.24.16   19.54.47    0.32805E-01   -0.14881E-01    0.36022E-01    -24.4
19.24.24   19.54.55    0.26920E-01    0.73287E-02    0.27899E-01     15.2
19.24.32   19.55.03   -0.70025E-02    0.88553E-03    0.70582E-02    172.8
19.24.40   19.55.11   -0.83369E-03   -0.16004E-01    0.16025E-01    -93.0
19.24.48   19.55.19    0.18365E-01   -0.15152E-01    0.23808E-01    -39.5
19.24.56   19.55.27    0.12757E-01    0.90668E-02    0.15651E-01     35.4
19.25.04   19.55.35    0.49562E-02    0.34578E-02    0.60432E-02     34.9
19.25.12   19.55.43   -0.33807E-02    0.40006E-02    0.52377E-02    130.2
19.25.20   19.55.51    0.22793E-01   -0.36807E-02    0.23089E-01     -9.2
19.25.28   19.55.59   -0.43616E-02    0.42208E-02    0.60695E-02    135.9
19.25.36   19.56.07    0.19010E-01   -0.13238E-01    0.23165E-01    -34.9
19.25.44   19.56.15    0.22836E-01   -0.68841E-02    0.23851E-01    -16.8
19.25.52   19.56.23    0.18704E-01   -0.24166E-02    0.18860E-01     -7.4
19.26.00   19.56.31    0.17690E-01   -0.11826E-01    0.21279E-01    -33.8
19.26.08   19.56.39    0.26338E-01   -0.18417E-02    0.26403E-01     -4.0
19.26.16   19.56.47   -0.80966E-02    0.95660E-02    0.12533E-01    130.2
19.26.24   19.56.55    0.68859E-02   -0.17703E-02    0.71098E-02    -14.4
19.26.32   19.57.03    0.12955E-01    0.17266E-01    0.21586E-01     53.1
19.26.40   19.57.11    0.15070E-01   -0.51724E-04    0.15070E-01     -0.2
19.26.48   19.57.19    0.89248E-02   -0.16485E-01    0.18746E-01    -61.6
19.26.56   19.57.27    0.99414E-05   -0.39596E-02    0.39596E-02    -89.9
19.27.04   19.57.35    0.26282E-01   -0.20410E-02    0.26361E-01     -4.4
19.27.12   19.57.43    0.12868E-01    0.25209E-02    0.13113E-01     11.1
19.27.20   19.57.51    0.85013E-02   -0.96341E-02    0.12849E-01    -48.6
19.27.28   19.57.59    0.10819E-01    0.21558E-01    0.24120E-01     63.3
19.27.36   19.58.07    0.12993E-01   -0.56646E-02    0.14174E-01    -23.6
19.27.44   19.58.15    0.69029E-02   -0.13727E-01    0.15365E-01    -63.3
19.27.52   19.58.23    0.59133E-02    0.77876E-02    0.97782E-02     52.8
19.28.00   19.58.31   -0.58325E-02   -0.71831E-03    0.58766E-02   -173.0
19.28.08   19.58.39    0.10353E-01   -0.13925E-01    0.17352E-01    -53.4
19.28.16   19.58.47   -0.99640E-03   -0.21402E-02    0.23608E-02   -115.0
19.28.24   19.58.55    0.55137E-02    0.12322E-01    0.13499E-01     65.9
19.28.32   19.59.03    0.10784E-01    0.26364E-02    0.11101E-01     13.7
19.28.40   19.59.11    0.18367E-01   -0.10317E-01    0.21066E-01    -29.3
19.28.48   19.59.19    0.23852E-01   -0.36675E-01    0.43749E-01    -57.0
19.28.56   19.59.27    0.19979E-01   -0.30997E-02    0.20218E-01     -8.8
19.29.04   19.59.35    0.12549E-01    0.28809E-02    0.12876E-01     12.9
19.29.12   19.59.43    0.24550E-01    0.10786E-01    0.26815E-01     23.7
19.29.20   19.59.51    0.85884E-02   -0.83488E-03    0.86289E-02     -5.6
19.29.28   19.59.59    0.89336E-02    0.70806E-02    0.11399E-01     38.4
19.29.36   20.00.07   -0.52181E-02    0.39596E-02    0.65504E-02    142.8
19.29.44   20.00.15   -0.52284E-02   -0.11024E-02    0.53433E-02   -168.1
19.29.52   20.00.23    0.54191E-02   -0.16333E-01    0.17208E-01    -71.6
19.30.00   20.00.31    0.14270E-01    0.11658E-02    0.14318E-01      4.7
19.30.08   20.00.39   -0.53322E-03   -0.63213E-02    0.63437E-02    -94.8
19.30.16   20.00.46   -0.60005E-02    0.54390E-02    0.80987E-02    137.8
19.30.24   20.00.54    0.15751E-01   -0.17239E-01    0.23351E-01    -47.6
19.30.32   20.01.02   -0.11682E-01   -0.96574E-02    0.15157E-01   -140.4
19.30.40   20.01.10    0.80771E-02    0.18859E-02    0.82943E-02     13.1
19.30.48   20.01.18   -0.31364E-02    0.10543E-01    0.10999E-01    106.6
19.30.56   20.01.26    0.16714E-01    0.19062E-02    0.16823E-01      6.5
19.31.04   20.01.34    0.38061E-02    0.37105E-03    0.38242E-02      5.6
19.31.12   20.01.42    0.18411E-01    0.16506E-01    0.24727E-01     41.9
19.31.20   20.01.50   -0.38756E-02    0.88512E-02    0.96625E-02    113.6
19.31.28   20.01.58    0.22368E-01    0.26084E-02    0.22520E-01      6.7
19.31.36   20.02.06    0.83376E-02    0.27557E-01    0.28791E-01     73.2
19.31.44   20.02.14   -0.80635E-02    0.84606E-02    0.11688E-01    133.6
19.31.52   20.02.22    0.11394E-01   -0.15082E-01    0.18902E-01    -52.9
19.32.00   20.02.30    0.17353E-01   -0.81840E-02    0.19186E-01    -25.2
19.32.08   20.02.38    0.93529E-02   -0.12306E-02    0.94335E-02     -7.5
19.32.16   20.02.46    0.37277E-02   -0.31333E-02    0.48696E-02    -40.0
19.32.24   20.02.54   -0.45983E-02   -0.35663E-02    0.58191E-02   -142.2
19.32.32   20.03.02    0.54462E-03   -0.16185E-01    0.16195E-01    -88.1
19.32.40   20.03.10    0.15519E-01    0.18663E-02    0.15631E-01      6.9
19.32.48   20.03.18   -0.53567E-03   -0.74629E-02    0.74821E-02    -94.1
19.32.56   20.03.26    0.20055E-01   -0.11745E-02    0.20089E-01     -3.4
19.33.04   20.03.34    0.22081E-01   -0.88237E-02    0.23778E-01    -21.8
19.33.12   20.03.42    0.11920E-01    0.11111E-01    0.16296E-01     43.0
19.33.20   20.03.50   -0.92918E-03    0.93408E-02    0.93869E-02     95.7
19.33.28   20.03.58    0.30854E-03   -0.85748E-02    0.85803E-02    -87.9
19.33.36   20.04.06   -0.48968E-02    0.43206E-04    0.48970E-02    179.5
19.33.44   20.04.14    0.32865E-03   -0.12744E-01    0.12748E-01    -88.5
19.33.52   20.04.22   -0.30248E-02    0.63798E-02    0.70605E-02    115.4
19.34.00   20.04.30   -0.48924E-03   -0.65929E-02    0.66110E-02    -94.2
19.34.08   20.04.38    0.15466E-01   -0.10541E-02    0.15502E-01     -3.9
19.34.16   20.04.46   -0.48548E-02    0.51592E-02    0.70842E-02    133.3
19.34.24   20.04.54    0.15850E-01    0.56783E-02    0.16837E-01     19.7
19.34.32   20.05.02    0.28071E-02   -0.21136E-01    0.21322E-01    -82.4
19.34.40   20.05.10   -0.62294E-02    0.93439E-02    0.11230E-01    123.7
19.37.28   20.07.57         0.             0.             0.          0.0
19.37.36   20.08.05         0.             0.             0.          0.0
19.37.44   20.08.13         0.             0.             0.          0.0
19.37.52   20.08.21         0.             0.             0.          0.0
19.38.00   20.08.29         0.             0.             0.          0.0
19.38.08   20.08.37   -0.12780E-01    0.86993E-02    0.15460E-01    145.8
19.38.16   20.08.45   -0.29523E-02    0.19621E-02    0.35448E-02    146.4
19.38.24   20.08.53    0.11276E-01    0.78989E-02    0.13768E-01     35.0
19.38.32   20.09.01   -0.45173E-02    0.53977E-02    0.70385E-02    129.9
19.38.40   20.09.09    0.21093E-01    0.81940E-02    0.22629E-01     21.2
19.38.48   20.09.17    0.14122E-01   -0.10085E-01    0.17353E-01    -35.5
19.38.56   20.09.25    0.57020E-02   -0.10825E-01    0.12235E-01    -62.2
19.39.04   20.09.33    0.10127E-02    0.13320E-02    0.16732E-02     52.8
19.39.12   20.09.41    0.17169E-01    0.13637E-01    0.21925E-01     38.5
19.39.20   20.09.49    0.11410E-01    0.41797E-02    0.12152E-01     20.1
19.39.28   20.09.57    0.20888E-02   -0.42142E-02    0.47034E-02    -63.6
19.39.36   20.10.05    0.24863E-03   -0.31127E-04    0.25057E-03     -7.1
19.39.44   20.10.13    0.64448E-02   -0.27750E-04    0.64448E-02     -0.2
19.39.52   20.10.21    0.80379E-02    0.40993E-02    0.90228E-02     27.0
19.40.00   20.10.29   -0.12429E-02   -0.23657E-02    0.26723E-02   -117.7
19.40.08   20.10.37    0.19037E-02   -0.55003E-02    0.58205E-02    -70.9
19.40.16   20.10.45    0.13452E-01    0.96595E-02    0.16561E-01     35.7
19.40.24   20.10.53    0.45164E-03   -0.12379E-02    0.13177E-02    -70.0
19.40.32   20.11.01    0.49486E-02    0.22130E-03    0.49536E-02      2.6
19.40.40   20.11.09   -0.19883E-01    0.90482E-02    0.21845E-01    155.5
19.40.48   20.11.17   -0.95849E-03    0.15576E-01    0.15606E-01     93.5
19.40.56   20.11.25   -0.54659E-03    0.23815E-01    0.23821E-01     91.3
19.41.04   20.11.33    0.14058E-01   -0.13408E-02    0.14122E-01     -5.4
19.41.12   20.11.41    0.24385E-01    0.13004E-01    0.27636E-01     28.1
19.41.20   20.11.49    0.87303E-02    0.48660E-03    0.87439E-02      3.2
19.41.28   20.11.57    0.16663E-01   -0.24078E-01    0.29282E-01    -55.3
19.41.36   20.12.05    0.86576E-02   -0.27564E-01    0.28892E-01    -72.6
19.41.44   20.12.13    0.55684E-02   -0.80956E-02    0.98258E-02    -55.5
19.41.52   20.12.21    0.35314E-02   -0.70442E-02    0.78798E-02    -63.4
19.42.00   20.12.29   -0.42559E-02    0.93741E-02    0.10295E-01    114.4
19.42.08   20.12.37    0.18546E-01    0.51058E-02    0.19236E-01     15.4
19.42.16   20.12.45    0.81913E-02   -0.49187E-02    0.95546E-02    -31.0
19.42.24   20.12.52   -0.60348E-02   -0.15088E-01    0.16250E-01   -111.8
19.42.32   20.13.00    0.24367E-02    0.67960E-02    0.72197E-02     70.3
19.42.40   20.13.08    0.34029E-01   -0.81266E-02    0.34986E-01    -13.4
19.42.48   20.13.16   -0.14384E-01   -0.69174E-03    0.14400E-01   -177.2
19.42.56   20.13.24    0.42451E-02    0.10554E-01    0.11376E-01     68.1
19.43.04   20.13.32   -0.15530E-01   -0.17137E-01    0.23127E-01   -132.2
19.43.12   20.13.40   -0.61163E-02    0.50347E-02    0.79220E-02    140.5
19.43.20   20.13.48   -0.83130E-02   -0.69634E-03    0.83421E-02   -175.2
19.43.28   20.13.56    0.18201E-01    0.70207E-02    0.19508E-01     21.1
19.43.36   20.14.04   -0.26491E-02   -0.81020E-03    0.27703E-02   -163.0
19.43.44   20.14.12    0.12179E-01   -0.30344E-01    0.32697E-01    -68.1
19.43.52   20.14.20    0.14261E-01   -0.11273E-01    0.18178E-01    -38.3
19.44.00   20.14.28    0.12676E-02   -0.42673E-02    0.44516E-02    -73.5
19.44.08   20.14.36   -0.17648E-01    0.63554E-02    0.18757E-01    160.2
19.44.16   20.14.44    0.14571E-01    0.47130E-02    0.15314E-01     17.9
19.44.24   20.14.52    0.22535E-01   -0.98407E-02    0.24590E-01    -23.6
19.44.32   20.15.00    0.58460E-02    0.62854E-02    0.85838E-02     47.1
19.44.40   20.15.08    0.13219E-02    0.18691E-01    0.18738E-01     86.0
19.44.48   20.15.16   -0.17657E-01    0.10533E-01    0.20559E-01    149.2
19.44.56   20.15.24    0.38706E-02   -0.32135E-02    0.50308E-02    -39.7
19.45.04   20.15.32    0.36079E-02   -0.11964E-01    0.12496E-01    -73.2
19.45.12   20.15.40    0.15619E-01   -0.58660E-02    0.16684E-01    -20.6
19.45.20   20.15.48    0.40038E-02    0.71976E-03    0.40680E-02     10.2
19.45.28   20.15.56    0.43681E-02    0.11854E-01    0.12634E-01     69.8
19.45.36   20.16.04   -0.80551E-02    0.52262E-02    0.96020E-02    147.0
19.45.44   20.16.12    0.48270E-02   -0.11482E-01    0.12455E-01    -67.2
19.45.52   20.16.20    0.15853E-01    0.13324E-02    0.15909E-01      4.8
19.46.00   20.16.28   -0.97267E-02    0.89534E-02    0.13220E-01    137.4
19.46.08   20.16.36    0.12217E-01   -0.17073E-01    0.20994E-01    -54.4
19.46.16   20.16.44    0.23459E-02   -0.22152E-01    0.22276E-01    -84.0
19.46.24   20.16.52    0.63564E-02    0.54690E-02    0.83854E-02     40.7
19.46.32   20.17.00    0.12643E-01    0.62007E-02    0.14081E-01     26.1
19.46.40   20.17.08   -0.20968E-02    0.23587E-01    0.23680E-01     95.1
19.46.48   20.17.16    0.15048E-01    0.11741E-01    0.19087E-01     38.0
19.46.56   20.17.24   -0.88938E-03   -0.14517E-01    0.14544E-01    -93.5
19.47.04   20.17.32   -0.72067E-02   -0.23288E-03    0.72104E-02   -178.1
19.47.12   20.17.40    0.10660E-03    0.54148E-02    0.54159E-02     88.9
19.47.20   20.17.48    0.11331E-01   -0.53042E-02    0.12511E-01    -25.1
19.47.28   20.17.56   -0.91355E-02   -0.95817E-02    0.13239E-01   -133.6
19.47.36   20.18.04   -0.39301E-02    0.13863E-02    0.41674E-02    160.6
19.47.44   20.18.12    0.99045E-02   -0.15995E-02    0.10033E-01     -9.2
19.47.52   20.18.20    0.59461E-02   -0.31373E-01    0.31931E-01    -79.3
19.48.00   20.18.28   -0.95447E-04    0.17324E-01    0.17324E-01     90.3
19.48.08   20.18.36    0.88248E-02    0.13236E-01    0.15909E-01     56.3
19.48.16   20.18.44    0.22288E-01    0.28727E-02    0.22472E-01      7.3
19.48.24   20.18.52    0.15942E-02   -0.95016E-02    0.96344E-02    -80.5
19.48.32   20.18.59    0.16958E-02    0.53816E-02    0.56425E-02     72.5
19.48.40   20.19.07   -0.47387E-02   -0.81202E-02    0.94017E-02   -120.3
19.48.48   20.19.15    0.18999E-01   -0.12184E-01    0.22570E-01    -32.7
19.48.56   20.19.23    0.25271E-01    0.12038E-01    0.27991E-01     25.5
19.49.04   20.19.31    0.94381E-02    0.11551E-01    0.14917E-01     50.7
19.49.12   20.19.39    0.19791E-03    0.16808E-01    0.16809E-01     89.3
19.49.20   20.19.47    0.43190E-02   -0.13509E-01    0.14183E-01    -72.3
19.49.28   20.19.55    0.68052E-02    0.64138E-02    0.93513E-02     43.3
19.49.36   20.20.03    0.55716E-02    0.88014E-02    0.10417E-01     57.7
19.49.44   20.20.11   -0.26236E-02   -0.76789E-02    0.81147E-02   -108.9
19.49.52   20.20.19    0.20214E-01    0.16094E-01    0.25839E-01     38.5
19.50.00   20.20.27    0.45078E-02    0.97676E-02    0.10758E-01     65.2
19.50.08   20.20.35   -0.36408E-02    0.62082E-02    0.71970E-02    120.4
19.50.16   20.20.43    0.27432E-01   -0.19411E-01    0.33605E-01    -35.3
19.50.24   20.20.51    0.10548E-01    0.95376E-02    0.14221E-01     42.1
19.50.32   20.20.59    0.62850E-02    0.19226E-02    0.65725E-02     17.0
19.50.40   20.21.07   -0.37692E-02    0.11490E-02    0.39405E-02    163.0
19.50.48   20.21.15    0.87599E-02   -0.49323E-02    0.10053E-01    -29.4
19.50.56   20.21.23    0.29723E-04    0.62317E-02    0.62318E-02     89.7
19.51.04   20.21.31   -0.71575E-02    0.78171E-03    0.72001E-02    173.8
19.51.12   20.21.39    0.18778E-01    0.99836E-02    0.21267E-01     28.0
19.51.20   20.21.47    0.38603E-02   -0.13566E-02    0.40918E-02    -19.4
19.51.28   20.21.55    0.86453E-02   -0.12746E-01    0.15402E-01    -55.9
19.51.36   20.22.03    0.15862E-01    0.42464E-03    0.15868E-01      1.5
19.51.44   20.22.11    0.11794E-01   -0.43541E-02    0.12572E-01    -20.3
19.51.52   20.22.19    0.10870E-01    0.76140E-03    0.10897E-01      4.0
19.52.00   20.22.27    0.14593E-01   -0.13446E-01    0.19843E-01    -42.7
19.52.08   20.22.35   -0.45012E-02   -0.18256E-01    0.18802E-01   -103.9
19.52.16   20.22.43    0.18444E-02   -0.49547E-02    0.52869E-02    -69.6
19.52.24   20.22.51    0.20139E-01   -0.38625E-02    0.20506E-01    -10.9
19.52.32   20.22.59    0.20088E-01    0.13154E-02    0.20131E-01      3.7
19.52.40   20.23.07    0.14252E-01   -0.11568E-01    0.18355E-01    -39.1
19.52.48   20.23.15    0.50599E-02   -0.12764E-01    0.13730E-01    -68.4
19.52.56   20.23.23    0.24576E-01   -0.13855E-01    0.28212E-01    -29.4
19.53.04   20.23.31   -0.17321E-01   -0.12393E-01    0.21297E-01   -144.4
19.53.12   20.23.39    0.93294E-02    0.18125E-01    0.20385E-01     62.8
19.53.20   20.23.47    0.14409E-01    0.20932E-02    0.14560E-01      8.3
19.53.28   20.23.55    0.84839E-02   -0.26380E-02    0.88846E-02    -17.3
19.53.36   20.24.03   -0.69481E-02   -0.20878E-01    0.22004E-01   -108.4
19.53.44   20.24.11    0.27414E-01    0.24222E-03    0.27415E-01      0.5
19.53.52   20.24.19    0.47626E-02    0.85952E-02    0.98265E-02     61.0
19.54.00   20.24.27    0.13043E-01   -0.43307E-02    0.13743E-01    -18.4
19.54.08   20.24.35    0.17508E-01    0.48696E-02    0.18173E-01     15.5
19.54.16   20.24.43   -0.10772E-01    0.28133E-01    0.30125E-01    111.0
19.54.24   20.24.51   -0.36518E-02    0.88108E-02    0.95377E-02    112.5
19.54.32   20.24.59    0.13717E-01   -0.92518E-02    0.16546E-01    -34.0
19.54.40   20.25.06    0.10093E-01   -0.13681E-01    0.17001E-01    -53.6
19.54.48   20.25.14    0.19325E-01   -0.83859E-02    0.21066E-01    -23.5
19.54.56   20.25.22    0.95511E-02   -0.14955E-01    0.17744E-01    -57.4
19.55.04   20.25.30    0.10553E-01    0.77956E-02    0.13120E-01     36.5
19.55.12   20.25.38    0.18580E-01    0.30399E-02    0.18827E-01      9.3
19.55.20   20.25.46    0.11714E-01   -0.77433E-02    0.14042E-01    -33.5
19.55.28   20.25.54    0.96160E-02   -0.15280E-01    0.18054E-01    -57.8
19.55.36   20.26.02    0.25187E-02    0.32914E-02    0.41445E-02     52.6
19.55.44   20.26.10    0.14314E-01    0.27305E-02    0.14572E-01     10.8
19.55.52   20.26.18    0.95750E-02   -0.12039E-01    0.15382E-01    -51.5
19.56.00   20.26.26    0.20099E-01   -0.48449E-02    0.20675E-01    -13.6
19.56.08   20.26.34    0.11141E-01   -0.68416E-02    0.13074E-01    -31.6
19.56.16   20.26.42    0.20941E-01   -0.11625E-01    0.23951E-01    -29.0
19.56.24   20.26.50    0.38910E-02   -0.75018E-02    0.84509E-02    -62.6
19.56.32   20.26.58    0.12652E-01   -0.40645E-03    0.12659E-01     -1.8
19.56.40   20.27.06   -0.39238E-02   -0.93535E-02    0.10143E-01   -112.8
19.56.48   20.27.14    0.55563E-02    0.11598E-01    0.12860E-01     64.4
19.56.56   20.27.22   -0.43163E-02    0.94228E-02    0.10364E-01    114.6
19.57.04   20.27.30    0.10883E-01    0.12927E-03    0.10884E-01      0.7
19.57.12   20.27.38    0.31841E-01   -0.11294E-01    0.33785E-01    -19.5
19.57.20   20.27.46    0.76953E-02    0.70913E-02    0.10464E-01     42.7
19.57.28   20.27.54   -0.15114E-02   -0.84603E-03    0.17321E-02   -150.8
19.57.36   20.28.02    0.11615E-01   -0.94851E-02    0.14996E-01    -39.2
19.57.44   20.28.10    0.14718E-01   -0.57346E-02    0.15796E-01    -21.3
19.57.52   20.28.18    0.95765E-02   -0.16857E-01    0.19388E-01    -60.4
19.58.00   20.28.26    0.48347E-02    0.25105E-02    0.54477E-02     27.4
19.58.08   20.28.34    0.49376E-02   -0.30106E-02    0.57830E-02    -31.4
19.58.16   20.28.42    0.62359E-02   -0.56884E-02    0.84406E-02    -42.4
19.58.24   20.28.50    0.15229E-01    0.74891E-02    0.16971E-01     26.2
19.58.32   20.28.58    0.52214E-03   -0.44497E-02    0.44802E-02    -83.3
19.58.40   20.29.06   -0.68390E-02   -0.15650E-01    0.17079E-01   -113.6
19.58.48   20.29.14    0.12327E-01   -0.44624E-02    0.13109E-01    -19.9
19.58.56   20.29.22    0.48399E-02    0.27811E-03    0.48479E-02      3.3
19.59.04   20.29.30   -0.30303E-02    0.69339E-02    0.75671E-02    113.6
19.59.12   20.29.38    0.93772E-02    0.48503E-02    0.10557E-01     27.3
19.59.20   20.29.46   -0.11371E-01   -0.89732E-02    0.14485E-01   -141.7
19.59.28   20.29.54    0.68393E-02    0.53928E-02    0.87097E-02     38.3
19.59.36   20.30.02    0.14418E-01   -0.10074E-01    0.17589E-01    -34.9
19.59.44   20.30.10    0.77134E-02    0.76419E-02    0.10858E-01     44.7
19.59.52   20.30.18    0.18199E-01   -0.12898E-01    0.22306E-01    -35.3
20.00.00   20.30.26   -0.99270E-02   -0.14854E-01    0.17866E-01   -123.8
20.00.08   20.30.34    0.20530E-01   -0.13743E-01    0.24705E-01    -33.8
20.00.16   20.30.42    0.21162E-01    0.89647E-02    0.22983E-01     23.0
20.00.24   20.30.50    0.19313E-01   -0.85918E-02    0.21138E-01    -24.0
20.00.32   20.30.58    0.15586E-02    0.63369E-02    0.65257E-02     76.2
20.00.40   20.31.06    0.10355E-01    0.61922E-02    0.12065E-01     30.9
20.00.48   20.31.13    0.18722E-02   -0.53321E-02    0.56513E-02    -70.7
20.00.56   20.31.21    0.19762E-01    0.15036E-01    0.24831E-01     37.3
20.01.04   20.31.29   -0.68323E-02   -0.11633E-02    0.69306E-02   -170.3
